eventid,begin_date,end_date,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,doubtterr,alternative_txt,multiple,success,suicide,targsubtype1_txt,corp1,natlty1_txt,targsubtype2_txt,corp2,natlty2_txt,targsubtype3_txt,corp3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weapsubtype1_txt,weapsubtype2,weapsubtype2_txt,weapsubtype3_txt,weapsubtype4_txt,nkill,nkillter,nwound,nwoundte,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome_txt,nreleased,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,weapon_biological,weapon_chemical,weapon_radiological,weapon_nuclear,weapon_firearms,weapon_explosives,weapon_fake weapons,weapon_incendiary,weapon_melee,weapon_vehicle,weapon_sabotage equipment,weapon_other,weapon_unknown,attack_assassination,attack_armed assault,attack_bombing/explosion,attack_hijacking,attack_hostage taking (barricade incident),attack_hostage taking (kidnapping),attack_facility/infrastructure attack,attack_unarmed assault,attack_unknown,target_business,target_government (general),target_police,target_military,target_abortion related,target_airports & aircraft,target_government (diplomatic),target_educational institution,target_food or water supply,target_journalists & media,target_maritime,target_ngo,target_other,target_private citizens & property,target_religious figures/institutions,target_telecommunication
202101030008,2021-01-03,2021-01-03,Syria,Middle East & North Africa,Idlib,Kafrayah,35.990087,36.677222,1,1,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Unit/Patrol/Convoy,Turkish Land Forces,Turkey,,,,,,,Ansar Abi Bakr al-Siddiq Squadron,,,,,,0,,,0,-99,0,1,"Posted to website, blog, etc.",,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,0.0,,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,1,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202101030010,2021-01-03,2021-01-03,Central African Republic,Sub-Saharan Africa,Mbomou,Bangassou,4.746876,22.814778,1,0,1,1,1,0,,0.0,1,0,Village/City/Town/Suburb,Bangassou City,Central African Republic,,,,,,,Coalition of Patriots for Change (CPC),,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,5.0,5.0,15.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101030014,2021-01-03,2021-01-03,Yemen,Middle East & North Africa,Abyan,Shoqra,13.3576,45.696479,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,"Military Personnel (soldiers, troops, officers, forces)",Operation Restoring Hope Coalition,International,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,0.0,0.0,0.0,0.0,Minor (likely < $1 million),,School building damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,1,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202101030019,2021-01-03,2021-01-03,Yemen,Middle East & North Africa,Taizz,Taizz,13.586484,44.024105,1,0,1,1,1,0,,0.0,1,0,Named Civilian,Not Applicable,Yemen,,,,,,,Al-Islah Party,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101040002,2021-01-04,2021-01-04,Afghanistan,South Asia,Nangarhar,Jalalabad,34.41712,70.449594,1,0,1,1,1,0,,0.0,1,0,Police Patrol (including vehicles and convoys),Afghan Police,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Sticky Bomb,,,,,2.0,0.0,4.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202101040012,2021-01-04,2021-01-04,Syria,Middle East & North Africa,Raqqah,Raqqah,35.951521,39.009562,1,0,1,1,1,0,,0.0,1,0,Vehicles/Transportation,Not Applicable,Syria,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,0.0,0.0,2.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101040015,2021-01-04,2021-01-04,United States,North America,Missouri,Lee's Summit,38.917235,-94.381587,1,0,0,1,1,1,Other Crime Type,0.0,0,0,"Police Building (headquarters, station, school)",Missouri State Highway Patrol,United States,,,,,,,Unknown,,,,,,0,,,1,1,1,0,,,,,,,,,Automatic or Semi-Automatic Rifle,,,,,0.0,0.0,1.0,1.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202101040017,2021-01-04,2021-01-04,Afghanistan,South Asia,Kandahar,Kandahar,31.631083,65.742227,1,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Handgun,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101040019,2021-01-02,2021-01-02,Syria,Middle East & North Africa,Al Hasakah,Ras al-Ain,36.847952,40.070616,1,0,1,1,1,0,,0.0,1,0,Marketplace/Plaza/Square,Unknown,Syria,,,,,,,Kurdistan Workers' Party (PKK),,,,,,0,,,0,2,2,0,,,,,,,,,Vehicle,,,,,2.0,0.0,4.0,0.0,Minor (likely < $1 million),,Vehicle and property damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,1,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101040021,2021-01-04,2021-01-04,Afghanistan,South Asia,Kabul,Kabul,34.523842,69.140304,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Transportation/Vehicle (excluding convoys),Afghan National Army (ANA),Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Sticky Bomb,,,,,0.0,0.0,1.0,0.0,Unknown,,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202101040022,2021-01-04,2021-01-04,Somalia,Sub-Saharan Africa,Bakool,Hudur,4.120602,43.890526,1,1,1,1,1,0,,0.0,1,0,Named Civilian,Not Applicable,Somalia,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,3.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101040025,2021-01-04,2021-01-04,Cameroon,Sub-Saharan Africa,Extreme-North,Kolofata,11.162543,14.013976,1,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Cameroon,,,,,,,Boko Haram,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101040026,2021-01-04,2021-01-04,Philippines,Southeast Asia,Maguindanao,Salman,6.833379,124.458465,1,0,1,1,1,0,,0.0,0,0,,Unknown,Philippines,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Other Explosive Type,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202101040027,2021-01-04,2021-01-04,Yemen,Middle East & North Africa,Abyan,Shoqra,13.3576,45.696479,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,"Military Personnel (soldiers, troops, officers, forces)",Operation Restoring Hope Coalition,International,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Other Explosive Type,5.0,Unknown Gun Type,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,1,1,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202101040034,2021-01-04,2021-01-04,Yemen,Middle East & North Africa,Al Hudaydah,Hudaydah,14.782391,42.973093,1,0,1,1,1,0,,1.0,1,0,House/Apartment/Residence,Not Applicable,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,Automatic or Semi-Automatic Rifle,,,,,,0.0,,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,"202101040034, 202101040035",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101040035,2021-01-04,2021-01-04,Yemen,Middle East & North Africa,Al Hudaydah,Bayt al Marui,14.793804,43.074642,1,1,1,1,1,0,,1.0,1,0,House/Apartment/Residence,Not Applicable,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,Automatic or Semi-Automatic Rifle,,,,,,0.0,,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,"202101040034, 202101040035",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101050001,2021-01-05,2021-01-05,Afghanistan,South Asia,Ghazni,Ghazni,33.542623,68.41533,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Army (ANA),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,1,0,1,Personal claim,,,,,,,,Unknown Gun Type,1.0,Poisoning,,,2.0,0.0,5.0,0.0,Unknown,,Weapons and equipment stolen,1,1.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,START Primary Collection,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202101050005,2021-01-05,2021-01-05,Iraq,Middle East & North Africa,Diyala,Jalawla,34.271035,45.163568,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Iraqi Army,Iraq,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202101050007,2021-01-05,2021-01-05,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303567,44.371771,1,0,1,1,1,0,,0.0,1,0,House/Apartment/Residence,Not Applicable,Iraq,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,0.0,0.0,3.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101050011,2021-01-05,2021-01-05,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,1,1,1,0,,0.0,0,0,Police Security Forces/Officers,Somali Police Force (SAF),Somalia,,,,,,,Al-Shabaab,,,,,,0,,,0,-99,0,1,E-mail,,,,,,,,Landmine,,,,,1.0,0.0,,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202101050018,2021-01-05,2021-01-05,Yemen,Middle East & North Africa,Al Hudaydah,Mandar,14.727395,42.960963,1,0,1,1,1,0,,0.0,1,0,House/Apartment/Residence,Not Applicable,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,0.0,0.0,0.0,0.0,Minor (likely < $1 million),,House damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202101050019,2021-01-05,2021-01-05,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Alon Shvut,31.653435,35.125639,1,1,1,1,1,0,,0.0,0,0,Military Checkpoint,Israel Defense Forces (IDF),Israel,Unnamed Civilian/Unspecified,Not Applicable,Israel,,,,Palestinian Extremists,,,,,,0,,,0,1,0,0,,,,,,,,,Knife or Other Sharp Object,,,,,1.0,1.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
202101050020,2021-01-05,2021-01-05,Afghanistan,South Asia,Helmand,Lashkar Gah,31.600826,64.370529,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,0,0,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Security Force (ANSF),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,Vehicle,,,,,,,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
